Commodity,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total,2324
02 Meat And Edible Meat Offal,0.0,0.005505235582181241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002508479813447587,0.0
"03 Fish, Crustaceans & Aquatic Invertebrates",1.2148156032084303,1.9921815737137387,1.4281802170942628,1.2511552873290952,0.7779042456572951,1.3830914821813414,0.5573423621260396,1.4114292275065035,2.367423976531783,2.0351741977283484,2.6613075204712655,2.844089106627608,3.6588133781873777,2.7642643525388704,1.8680161172113476,2.26522502765163,1.6127504086084914,2.1417803684074324,0.9790573111230262,3.3348676788392173,3.098575977022265,2.864888445096786,1.9607989820911251,3.0145172940488574
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,8.880037626560492,14.547478741902733,11.58987103051761,9.581444420261858,5.920111950346878,10.467101845912508,14.330039279517933,5.873365546806795,5.331822604337706,0.0,12.682489339671099,0.0,12.371485621229148,29.273210331070327,48.77235356510503,28.41925461065271,9.713482013275216,2.619764566303174,12.037960258603343,4.234507181741655,0.0,3.1499104930907427,9.660486879435414,2.429208703514541
"05 Products Of Animal Origin, Nesoi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08300468669124877,0.3347097202330291,0.17172834828377434,0.0,0.0,0.4023200493972123,6.983646150407864,0.7164345274401458,0.0,0.286066985302017,0.5076058289205423
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49319429382025876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019121282382646067,0.0
07 Edible Vegetables & Certain Roots & Tubers,0.10242206803463101,0.05573243126313005,0.0,0.08986931136536859,0.49732758376145497,0.642942362525927,1.0518608478771754,0.6752788184596024,0.5674393881340227,0.5928814587101053,0.5228573050127752,0.45085864338583576,0.4549377121663364,0.5688590684820708,0.23182801804698658,0.18006806907168954,0.05719467593304305,0.1765090245244016,0.018577111631239356,0.0,0.2378404812418929,0.648253696034419,0.31962072251924933,0.3882305469448085
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,4.069171597983806,1.8056351588528672,9.640430424381679,1.8021196319863357,1.236089327885797,0.36124127332694256,4.508026433826635,4.186916205839189,6.915724222548681,9.19085801979787,5.161165083159697,1.1115090120907787,2.418370230769333,1.9100058422311463,0.33030708610896137,2.2319429214832267,1.3869296700238785,1.391344565975696,2.1692301477080522,4.8304749897083905,1.4926224468360778,6.065071469714774,2.772032372759504,3.1632024711855986
"09 Coffee, Tea, Mate & Spices",0.18040260872407823,0.215315691277324,1.7296107072278573,1.4336337596762672,0.282216629967495,1.1360095188621184,1.0545030166402223,0.7863149331154787,1.1335980554011742,1.2247703688981795,1.4545385261511088,3.5284006393506635,3.041908694344407,1.5492369168053743,1.744910209518914,1.1834076361358679,0.28907839530135976,0.9704086677765887,2.059709723506625,2.4979134822183457,2.523143376966783,1.3173669209608976,1.5006529775832185,1.991159949882645
10 Cereals,0.0,0.0,0.0,0.0,0.0,0.24281744600773936,0.0,0.2815609271489612,0.19061067437131016,0.9458808321276118,0.6596952836985677,1.6953868314932212,0.9463328357657705,0.3890815046819045,0.46740641816643985,0.19165067345591297,0.15364506691134464,0.0,0.14508616680517386,0.5396592123590616,0.7514567662339721,0.40055614793774147,0.40841243631800744,0.6108853405340324
