Commodity,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total,2324
02 Meat And Edible Meat Offal,0.0,0.005124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005124,0.0
"03 Fish, Crustaceans & Aquatic Invertebrates",6.791411,6.543822,6.399272,5.515588,5.50729,6.531339,3.521444,7.364107,11.262592,9.21891,11.406204,12.915514,11.593132,10.822992,8.424018,9.943434,7.79984,10.953112,6.191166,14.717423,7.824366,4.048816,185.29579199999998,11.873182
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,0.346077,0.344182,0.296708,0.851857,0.221595,0.26076,0.530342,0.347745,0.1935,0.0,0.233328,0.0,0.779045,1.338483,3.726399,2.884485,0.994293,0.193343,1.344957,0.459424,0.0,1.515817,16.862340000000003,1.515817
"05 Products Of Animal Origin, Nesoi",0.0,0.006,0.0225,0.0296,0.011,0.063,0.062,0.028297,0.029205,0.02484,0.02052,0.01872,0.0312,0.05173,0.113424,0.053095,0.0,0.032571,0.049682,1.442948,0.133641,0.0,2.223973,0.133641
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006345,0.096284,0.22108,0.136305,0.031626,0.425645,0.218387,1.1525029999999998,0.6440319999999999
07 Edible Vegetables & Certain Roots & Tubers,0.005172,0.004537,0.0,0.00896,0.066095,0.078226,0.139392,0.111786,0.106837,0.102309,0.067897,0.05042,0.059645,0.113599,0.047865,0.050115,0.019272,0.055939,0.006685,0.0,0.044686,0.070443,1.20988,0.11512900000000001
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,0.81022,0.48176,3.388276,0.9964,0.670395,0.157382,1.781939,2.841386,4.961351,6.540129,2.58539,0.697706,1.9547,2.828776,0.703518,4.087704,2.698194,2.886185,4.26286,5.997606,1.508863,3.634018,56.474757999999994,5.142881
"09 Coffee, Tea, Mate & Spices",0.1692,0.106869,0.819609,0.707113,0.139958,0.719686,0.610442,1.257394,3.856824,4.050486,2.72386,6.222451,4.447073,3.937537,6.916472,4.392395,1.067542,3.146,6.086151,6.480893,7.270113,2.99001,68.11807800000001,10.260123
10 Cereals,0.0,0.0,0.0,0.0,0.0,0.040065,0.0,0.068882,0.04613,0.197797,0.102981,0.292547,0.22804,0.063119,0.070541,0.02862,0.03124,0.0,0.0222,0.08791,0.173122,0.061675,1.5148689999999998,0.234797
